"100bp_paired" "50bp_paired" "100bp_single" "50bp_single"
"5011" "BnaA07g29270D" "BnaC02g23950D" "BnaA09g41850D" "BnaC03g41900D"
"5012" "BnaC09g50810D" "BnaA05g01250D" "BnaA01g37250D" "BnaA08g12450D"
"5013" "BnaC02g16270D" "BnaA09g03810D" "BnaAnng24830D" "BnaA04g13130D"
"5014" "BnaC07g40480D" "BnaA10g17990D" "BnaC07g01350D" "BnaCnng02960D"
"5015" "BnaA09g41850D" "BnaC07g21840D" "BnaC07g15750D" "BnaCnng73920D"
"5016" "BnaA07g37880D" "BnaA06g13610D" "BnaA06g25390D" "BnaC06g15210D"
"5017" "BnaC08g29890D" "BnaA07g22850D" "BnaC03g64580D" "BnaA06g16650D"
"5018" "BnaCnng05230D" "BnaC03g75010D" "BnaC09g02300D" "BnaA05g25880D"
"5019" "BnaC04g06310D" "BnaA09g36940D" "BnaA07g15450D" "BnaAnng15940D"
"5020" "BnaA03g28850D" "BnaA03g54480D" "BnaC06g18710D" "BnaC06g34750D"
"5021" "BnaC07g27000D" "BnaAnng29190D" "BnaA04g11530D" "BnaC04g36020D"
"5022" "BnaA08g27170D" "BnaC09g00470D" "BnaC01g40140D" "BnaA03g37500D"
"5023" "BnaA01g29850D" "BnaAnng05100D" "BnaAnng22350D" "BnaA01g28100D"
"5024" "BnaAnng11880D" "BnaC03g63740D" "BnaC06g27280D" "BnaA02g29530D"
"5025" "BnaA07g32330D" "BnaA09g39640D" "BnaA06g27440D" "BnaA09g02090D"
"5026" "BnaCnng67400D" "BnaC04g49390D" "BnaA03g50710D" "BnaA05g27950D"
"5027" "BnaA09g16990D" "BnaA07g28220D" "BnaA10g22420D" "BnaCnng03900D"
"5028" "BnaA02g33360D" "BnaA05g26220D" "BnaUnng02810D" "BnaA03g18190D"
"5029" "BnaA09g05170D" "BnaCnng03540D" "BnaCnng58730D" "BnaC02g35470D"
"5030" "BnaC06g32260D" "BnaA10g25700D" "BnaA03g05440D" "BnaC07g24400D"
"5031" "BnaC03g63740D" "BnaCnng24140D" "BnaC03g66720D" "BnaC01g01050D"
"5032" "BnaAnng01000D" "BnaC06g05370D" "BnaC03g41630D" "BnaC03g07130D"
"5033" "BnaA04g28860D" "BnaA07g31870D" "BnaCnng75210D" "BnaA03g36470D"
"5034" "BnaA09g28750D" "BnaC02g03620D" "BnaC05g21360D" "BnaC04g03830D"
"5035" "BnaA08g29740D" "BnaAnng34220D" "BnaC03g08470D" "BnaCnng60330D"
"5036" "BnaC05g44610D" "BnaC03g13380D" "BnaC06g29210D" "BnaA03g00190D"
"5037" "BnaA05g07470D" "BnaC03g49940D" "BnaCnng05470D" "BnaC02g46150D"
"5038" "BnaC09g35780D" "BnaA09g08720D" "BnaA04g01320D" "BnaC03g30030D"
"5039" "BnaA03g01240D" "BnaA02g18860D" "BnaA05g33360D" "BnaA07g34280D"
"5040" "BnaA10g26380D" "BnaA02g18790D" "BnaC01g16320D" "BnaA08g02900D"
"5041" "BnaA09g34260D" "BnaC07g43120D" "BnaAnng11880D" "BnaA09g04000D"
"5042" "BnaC08g45870D" "BnaA04g17540D" "BnaA09g45090D" "BnaA09g44660D"
"5043" "BnaC02g07510D" "BnaA01g28100D" "BnaC09g03150D" "BnaA06g36070D"
"5044" "BnaA04g23570D" "BnaC06g27280D" "BnaC03g61160D" "BnaA09g02790D"
"5045" "BnaC06g23510D" "BnaAnng05980D" "BnaCnng18970D" "BnaA01g10970D"
"5046" "BnaAnng11500D" "BnaA06g05710D" "BnaA03g18770D" "BnaC05g08880D"
"5047" "BnaC08g26210D" "BnaC01g00720D" "BnaA07g35480D" "BnaCnng18300D"
"5048" "BnaC08g42830D" "BnaC01g36060D" "BnaAnng01340D" "BnaA03g05370D"
"5049" "BnaC09g00710D" "BnaCnng29100D" "BnaC03g20200D" "BnaA04g28600D"
"5050" "BnaA03g33750D" "BnaCnng09430D" "BnaA06g15170D" "BnaA07g30810D"
"5051" "BnaA03g03570D" "BnaC09g25790D" "BnaC02g09160D" "BnaC04g00590D"
"5052" "BnaA10g29250D" "BnaC02g45660D" "BnaA08g12550D" "BnaA05g26730D"
"5053" "BnaC02g09090D" "BnaA08g02800D" "BnaA07g22290D" "BnaA09g39270D"
"5054" "BnaCnng60500D" "BnaA10g16790D" "BnaAnng12600D" "BnaA05g11820D"
"5055" "BnaCnng24140D" "BnaC04g28170D" "BnaA06g15520D" "BnaA02g05440D"
"5056" "BnaA08g05100D" "BnaA03g52640D" "BnaAnng24310D" "BnaCnng62740D"
"5057" "BnaCnng39530D" "BnaCnng23310D" "BnaC03g42800D" "BnaC02g05670D"
"5058" "BnaC05g47140D" "BnaC04g37230D" "BnaA07g09930D" "BnaC05g10240D"
"5059" "BnaC09g22450D" "BnaC03g00740D" "BnaC03g31890D" "BnaAnng00300D"
"5060" "BnaA08g27720D" "BnaC03g20520D" "BnaC02g26780D" "BnaC03g64860D"
"5061" "BnaA03g16920D" "BnaA05g02490D" "BnaC03g39590D" "BnaC03g00130D"
"5062" "BnaA07g00860D" "BnaA04g20340D" "BnaC06g35180D" "BnaUnng00750D"
"5063" "BnaA09g02790D" "BnaC01g18220D" "BnaA06g07560D" "BnaC06g07290D"
"5064" "BnaCnng73700D" "BnaC06g29210D" "BnaC06g03670D" "BnaA06g08320D"
"5065" "BnaAnng24790D" "BnaA05g33390D" "BnaA07g38330D" "BnaA02g01720D"
"5066" "BnaC02g43200D" "BnaC05g06270D" "BnaA07g07420D" "BnaC03g23670D"
"5067" "BnaC07g49170D" "BnaC03g55840D" "BnaC03g10880D" "BnaC01g39090D"
"5068" "BnaC03g01910D" "BnaA01g22090D" "BnaA06g31560D" "BnaA01g12440D"
"5069" "BnaC09g15360D" "BnaA05g35560D" "BnaC06g05520D" "BnaA02g13230D"
"5070" "BnaA07g14510D" "BnaA09g00420D" "BnaA09g43070D" "BnaA05g05590D"
"5071" "BnaA01g07290D" "BnaC07g15750D" "BnaA08g28350D" "BnaC02g02030D"
"5072" "BnaA09g02720D" "BnaA01g07290D" "BnaC04g11720D" "BnaC07g03580D"
"5073" "BnaC09g16850D" "BnaA09g29530D" "BnaA03g43560D" "BnaC09g15360D"
"5074" "BnaA10g20060D" "BnaA07g21170D" "BnaC07g27270D" "BnaCnng09430D"
"5075" "BnaA08g23740D" "BnaAnng38350D" "BnaA08g21700D" "BnaC03g32820D"
"5076" "BnaC09g00150D" "BnaA07g15350D" "BnaA01g28190D" "BnaA08g28030D"
"5077" "BnaA03g54870D" "BnaC02g09330D" "BnaC06g23510D" "BnaC01g16320D"
"5078" "BnaA02g07540D" "BnaA10g13860D" "BnaC09g01550D" "BnaA03g42640D"
"5079" "BnaC09g26560D" "BnaA10g23160D" "BnaA08g07270D" "BnaA01g35330D"
"5080" "BnaAnng11920D" "BnaA08g08200D" "BnaC08g28290D" "BnaA07g16060D"
"5081" "BnaC03g16190D" "BnaA04g20050D" "BnaCnng36050D" "BnaCnng73190D"
"5082" "BnaC01g02120D" "BnaA10g25890D" "BnaA10g17150D" "BnaA03g28620D"
"5083" "BnaA05g28640D" "BnaAnng26550D" "BnaA01g33420D" "BnaUnng01080D"
"5084" "BnaAnng41280D" "BnaA01g30930D" "BnaC03g55840D" "BnaA01g11350D"
"5085" "BnaC03g30240D" "BnaCnng16870D" "BnaA05g03960D" "BnaA09g00680D"
"5086" "BnaA09g12280D" "BnaA08g29740D" "BnaCnng38620D" "BnaA03g26470D"
"5087" "BnaA09g44850D" "BnaA06g00310D" "BnaC05g10660D" "BnaC08g36930D"
"5088" "BnaC09g50520D" "BnaA03g01290D" "BnaA01g01840D" "BnaC02g10620D"
"5089" "BnaA04g23510D" "BnaA01g06440D" "BnaA01g29560D" "BnaC07g26710D"
"5090" "BnaA03g55700D" "BnaAnng12340D" "BnaA06g24700D" "BnaA04g27390D"
"5091" "BnaC04g38770D" "BnaA04g04100D" "BnaC05g11220D" "BnaAnng34180D"
"5092" "BnaC08g30440D" "BnaC09g01970D" "BnaC03g00090D" "BnaC06g02310D"
"5093" "BnaC03g11230D" "BnaA02g32800D" "BnaA01g15670D" "BnaA09g46480D"
"5094" "BnaA03g25060D" "BnaA02g29460D" "BnaA03g17570D" "BnaC04g40980D"
"5095" "BnaC09g50060D" "BnaC05g00400D" "BnaAnng08700D" "BnaA06g29230D"
"5096" "BnaA08g07020D" "BnaA02g15480D" "BnaA06g31770D" "BnaAnng22920D"
"5097" "BnaAnng08460D" "BnaA02g00220D" "BnaA10g21610D" "BnaA02g25590D"
"5098" "BnaC06g35180D" "BnaA06g28030D" "BnaA07g15310D" "BnaAnng17950D"
"5099" "BnaA03g00430D" "BnaC03g10880D" "BnaC05g01870D" "BnaC03g09380D"
"5100" "BnaC06g39640D" "BnaA04g16080D" "BnaA02g15480D" "BnaA06g30440D"
"5101" "BnaA03g21140D" "BnaA10g05200D" "BnaC03g04340D" "BnaA05g17340D"
"5102" "BnaA07g26830D" "BnaA05g27190D" "BnaA10g11750D" "BnaA09g03180D"
"5103" "BnaA03g02130D" "BnaA06g03750D" "BnaC03g12690D" "BnaA07g15180D"
"5104" "BnaA10g22400D" "BnaC03g02970D" "BnaCnng24140D" "BnaA01g03730D"
"5105" "BnaC04g28060D" "BnaC07g24400D" "BnaC04g01510D" "BnaA03g27480D"
"5106" "BnaC05g07700D" "BnaC08g45260D" "BnaA08g00400D" "BnaC03g03220D"
"5107" "BnaAnng12370D" "BnaA09g11320D" "BnaA08g05340D" "BnaC07g24860D"
"5108" "BnaC03g15540D" "BnaCnng00990D" "BnaC02g09330D" "BnaA10g15400D"
"5109" "BnaA01g35330D" "BnaC01g31760D" "BnaA02g14180D" "BnaA06g00930D"
"5110" "BnaC06g15890D" "BnaC07g35050D" "BnaA06g30490D" "BnaCnng65670D"
"5111" "BnaA05g11960D" "BnaA09g19330D" "BnaA05g09830D" "BnaA08g04580D"
"5112" "BnaC04g15850D" "BnaC08g41480D" "BnaCnng27990D" "BnaA03g03370D"
"5113" "BnaA02g34000D" "BnaA10g01590D" "BnaC09g00710D" "BnaA04g24890D"
"5114" "BnaA07g37770D" "BnaA04g20350D" "BnaCnng28030D" "BnaC04g32660D"
"5115" "BnaC03g09860D" "BnaC09g00680D" "BnaC02g01410D" "BnaA10g23980D"
"5116" "BnaCnng29110D" "BnaA03g40150D" "BnaC06g42440D" "BnaC01g06290D"
"5117" "BnaA02g13150D" "BnaA07g34850D" "BnaC06g35440D" "BnaC07g40480D"
"5118" "BnaA09g44020D" "BnaA10g29520D" "BnaA09g12150D" "BnaC03g09390D"
"5119" "BnaA09g37950D" "BnaA03g44070D" "BnaC04g08800D" "BnaA07g12910D"
"5120" "BnaCnng05960D" "BnaC02g43800D" "BnaC06g36830D" "BnaC05g14050D"
"5121" "BnaAnng09220D" "BnaC08g35110D" "BnaC03g00740D" "BnaA02g02430D"
"5122" "BnaA09g49870D" "BnaC04g41290D" "BnaC01g38310D" "BnaC09g09830D"
"5123" "BnaA06g11280D" "BnaCnng68560D" "BnaC08g45220D" "BnaC04g10910D"
"5124" "BnaA09g43120D" "BnaC01g25590D" "BnaC05g37140D" "BnaA03g27920D"
"5125" "BnaA07g17120D" "BnaA02g05440D" "BnaA07g35310D" "BnaA03g21600D"
"5126" "BnaC01g36090D" "BnaA01g21580D" "BnaCnng73920D" "BnaC07g26700D"
"5127" "BnaC04g53090D" "BnaC08g38700D" "BnaC02g45660D" "BnaA10g01460D"
"5128" "BnaA09g31980D" "BnaC08g36310D" "BnaC02g24040D" "BnaC09g36720D"
"5129" "BnaC02g25850D" "BnaA03g16550D" "BnaC04g02210D" "BnaC06g43750D"
"5130" "BnaA02g20890D" "BnaAnng05850D" "BnaA02g34240D" "BnaC06g40340D"
"5131" "BnaA04g28020D" "BnaA10g30530D" "BnaA07g34850D" "BnaC09g03150D"
"5132" "BnaC01g28410D" "BnaAnng16970D" "BnaA03g37500D" "BnaC06g38140D"
"5133" "BnaA09g50870D" "BnaC02g43650D" "BnaA01g14250D" "BnaA03g01760D"
"5134" "BnaA05g01480D" "BnaA02g02120D" "BnaC03g07830D" "BnaC04g40130D"
"5135" "BnaA07g38390D" "BnaAnng17390D" "BnaA09g36130D" "BnaA10g12710D"
"5136" "BnaC09g01550D" "BnaA06g38510D" "BnaA06g12450D" "BnaA03g54990D"
"5137" "BnaA07g27660D" "BnaC07g42910D" "BnaA06g40710D" "BnaA08g20730D"
"5138" "BnaA04g23170D" "BnaC07g25280D" "BnaAnng41520D" "BnaC03g28280D"
"5139" "BnaA10g11470D" "BnaCnng44870D" "BnaA07g31510D" "BnaA10g13040D"
"5140" "BnaC04g08460D" "BnaC09g41140D" "BnaC03g17610D" "BnaC06g37560D"
"5141" "BnaA06g25880D" "BnaA07g35360D" "BnaA07g27660D" "BnaA10g10890D"
"5142" "BnaA05g30650D" "BnaA06g31860D" "BnaA07g16680D" "BnaA02g21600D"
"5143" "BnaC08g45420D" "BnaA07g07420D" "BnaC04g52150D" "BnaC03g48110D"
"5144" "BnaA03g37150D" "BnaC04g19680D" "BnaC03g09860D" "BnaC02g45440D"
"5145" "BnaA05g07120D" "BnaA07g16030D" "BnaA08g07940D" "BnaC08g36000D"
"5146" "BnaC03g35580D" "BnaA02g11820D" "BnaC02g16360D" "BnaA03g44530D"
"5147" "BnaC03g65540D" "BnaC07g08220D" "BnaC05g03960D" "BnaC08g45320D"
"5148" "BnaC02g01170D" "BnaC04g02210D" "BnaC03g64280D" "BnaA05g26930D"
"5149" "BnaC03g63980D" "BnaA02g17570D" "BnaC03g49740D" "BnaC09g41810D"
"5150" "BnaCnng37100D" "BnaA03g52440D" "BnaC07g33450D" "BnaA07g16680D"
"5151" "BnaC03g71290D" "BnaA06g12760D" "BnaC01g06800D" "BnaA05g06800D"
"5152" "BnaA05g17340D" "BnaA09g47160D" "BnaCnng19020D" "BnaA05g33330D"
"5153" "BnaC03g51700D" "BnaUnng00750D" "BnaAnng16970D" "BnaA01g28850D"
"5154" "BnaA07g33320D" "BnaC07g40480D" "BnaA10g26250D" "BnaA01g19750D"
"5155" "BnaA04g14630D" "BnaC05g08950D" "BnaA09g50280D" "BnaCnng51570D"
"5156" "BnaA10g25980D" "BnaA03g40950D" "BnaA10g05630D" "BnaC08g34580D"
"5157" "BnaA03g58470D" "BnaAnng10750D" "BnaC03g05340D" "BnaC06g23550D"
"5158" "BnaA01g37250D" "BnaA07g32850D" "BnaA02g01720D" "BnaC06g40430D"
"5159" "BnaA06g10000D" "BnaC02g10160D" "BnaA09g34950D" "BnaA10g29370D"
"5160" "BnaA10g27890D" "BnaA03g37500D" "BnaA02g03580D" "BnaA07g00860D"
"5161" "BnaA03g01300D" "BnaA02g13540D" "BnaA01g33710D" "BnaA07g20980D"
"5162" "BnaA10g25970D" "BnaA07g13720D" "BnaCnng44870D" "BnaA05g03200D"
"5163" "BnaA10g21610D" "BnaC09g30120D" "BnaA03g02130D" "BnaC01g35360D"
"5164" "BnaAnng27700D" "BnaC03g35630D" "BnaA05g18050D" "BnaA08g02520D"
"5165" "BnaAnng16220D" "BnaA04g17550D" "BnaC04g14110D" "BnaC01g03080D"
"5166" "BnaCnng48890D" "BnaC02g01080D" "BnaA06g31150D" "BnaC01g10450D"
"5167" "BnaA02g03580D" "BnaA07g15450D" "BnaA10g00770D" "BnaAnng15830D"
"5168" "BnaA02g35620D" "BnaA08g12360D" "BnaA07g14420D" "BnaAnng34060D"
"5169" "BnaC08g41390D" "BnaA08g24210D" "BnaA05g34990D" "BnaCnng19260D"
"5170" "BnaA05g01250D" "BnaA06g37290D" "BnaA09g34960D" "BnaC09g34120D"
"5171" "BnaC09g48150D" "BnaA01g31730D" "BnaA05g33920D" "BnaA09g37050D"
"5172" "BnaA02g08540D" "BnaA07g22680D" "BnaC06g40160D" "BnaA02g13410D"
"5173" "BnaC06g04300D" "BnaC05g47140D" "BnaA06g29790D" "BnaA06g24700D"
"5174" "BnaC05g24090D" "BnaC09g41790D" "BnaA01g06880D" "BnaC03g28360D"
"5175" "BnaA06g31330D" "BnaAnng24790D" "BnaA07g28860D" "BnaA09g49280D"
"5176" "BnaC09g00100D" "BnaA05g27410D" "BnaCnng73190D" "BnaA09g02720D"
"5177" "BnaA06g00700D" "BnaA09g55270D" "BnaA10g01590D" "BnaA04g11310D"
"5178" "BnaA09g03880D" "BnaC03g09380D" "BnaA06g28980D" "BnaC08g49750D"
"5179" "BnaA05g34990D" "BnaA06g23150D" "BnaA07g27400D" "BnaA05g09410D"
"5180" "BnaA05g05060D" "BnaA05g10720D" "BnaCnng23240D" "BnaC08g43980D"
"5181" "BnaC07g03950D" "BnaA04g03970D" "BnaAnng20980D" "BnaA04g23510D"
"5182" "BnaA10g22420D" "BnaA09g45090D" "BnaC08g26020D" "BnaA03g09300D"
"5183" "BnaC04g49530D" "BnaC06g05170D" "BnaC04g21210D" "BnaA01g12040D"
"5184" "BnaA08g12550D" "BnaA10g17760D" "BnaC09g48590D" "BnaC05g08230D"
"5185" "BnaA03g18970D" "BnaCnng21100D" "BnaC01g18770D" "BnaA09g02070D"
"5186" "BnaA06g10310D" "BnaA01g29850D" "BnaA03g40270D" "BnaA03g02250D"
"5187" "BnaA03g47280D" "BnaA08g09030D" "BnaAnng17390D" "BnaA09g41570D"
"5188" "BnaC07g25430D" "BnaC03g35070D" "BnaA09g34970D" "BnaA08g03630D"
"5189" "BnaA06g38910D" "BnaA02g15490D" "BnaA01g25190D" "BnaA03g33750D"
"5190" "BnaC01g12030D" "BnaA04g22050D" "BnaC01g10970D" "BnaA02g13540D"
"5191" "BnaA10g21780D" "BnaA05g13640D" "BnaC08g32350D" "BnaA04g14660D"
"5192" "BnaC07g22250D" "BnaCnng60400D" "BnaA04g05490D" "BnaA09g17130D"
"5193" "BnaA02g12320D" "BnaA09g12150D" "BnaA07g32060D" "BnaA06g11260D"
"5194" "BnaA10g26490D" "BnaA07g20190D" "BnaA01g11510D" "BnaA05g30310D"
"5195" "BnaA09g47700D" "BnaA04g11530D" "BnaC09g41910D" "BnaA09g49870D"
"5196" "BnaAnng25560D" "BnaA03g00190D" "BnaC09g35780D" "BnaC02g09330D"
"5197" "BnaC01g44900D" "BnaC09g00800D" "BnaA10g23150D" "BnaA04g23690D"
"5198" "BnaC08g38700D" "BnaA05g02330D" "BnaA10g17050D" "BnaCnng71800D"
"5199" "BnaA06g01650D" "BnaA10g16070D" "BnaCnng05620D" "BnaA04g26420D"
"5200" "BnaC01g08040D" "BnaA09g47700D" "BnaA01g30790D" "BnaA09g50720D"
"5201" "BnaC03g42290D" "BnaA02g01790D" "BnaA01g29850D" "BnaC04g07290D"
"5202" "BnaC07g22850D" "BnaCnng52120D" "BnaA06g38240D" "BnaA06g38500D"
"5203" "BnaC06g33640D" "BnaC03g41850D" "BnaC02g41640D" "BnaA03g05320D"
"5204" "BnaA06g30960D" "BnaA08g10850D" "BnaC03g70120D" "BnaA10g14530D"
"5205" "BnaA08g04810D" "BnaA10g18390D" "BnaA04g23570D" "BnaA08g25700D"
"5206" "BnaC03g12300D" "BnaA02g03030D" "BnaA02g05070D" "BnaAnng40850D"
"5207" "BnaA06g23990D" "BnaA06g21300D" "BnaC03g14720D" "BnaC03g08090D"
"5208" "BnaA10g02130D" "BnaA02g03010D" "BnaA01g28610D" "BnaA07g06190D"
"5209" "BnaA05g05590D" "BnaA01g26430D" "BnaC01g15920D" "BnaC02g37110D"
"5210" "BnaA07g35880D" "BnaC02g44130D" "BnaCnng23300D" "BnaC05g01670D"
"5211" "BnaCnng22970D" "BnaA10g25020D" "BnaA02g03770D" "BnaA03g17720D"
"5212" "BnaA03g17160D" "BnaAnng27700D" "BnaA10g10980D" "BnaA09g50210D"
"5213" "BnaCnng02960D" "BnaA09g49870D" "BnaC02g31910D" "BnaA10g03200D"
"5214" "BnaC02g31390D" "BnaA03g27680D" "BnaC08g05470D" "BnaC09g06210D"
"5215" "BnaC04g00980D" "BnaC09g20930D" "BnaA09g51010D" "BnaA05g11520D"
"5216" "BnaA02g03340D" "BnaA09g17040D" "BnaA02g01380D" "BnaC02g30150D"
"5217" "BnaA08g15380D" "BnaC06g34310D" "BnaA01g29550D" "BnaA09g31930D"
"5218" "BnaC03g35070D" "BnaA01g36180D" "BnaA07g15320D" "BnaC04g00260D"
"5219" "BnaC02g06230D" "BnaC01g35360D" "BnaA10g26780D" "BnaCnng31970D"
"5220" "BnaA08g28140D" "BnaC04g49680D" "BnaC09g35190D" "BnaA09g01150D"
"5221" "BnaC06g41300D" "BnaC03g19590D" "BnaA03g11990D" "BnaA09g50980D"
"5222" "BnaA01g31690D" "BnaC02g03320D" "BnaA10g05200D" "BnaA10g27050D"
"5223" "BnaA03g57170D" "BnaA01g22060D" "BnaA09g47700D" "BnaC06g34570D"
"5224" "BnaC06g43550D" "BnaA09g55960D" "BnaC09g50630D" "BnaA06g30420D"
"5225" "BnaC05g02000D" "BnaC06g15460D" "BnaC04g05080D" "BnaA09g10660D"
"5226" "BnaA04g05980D" "BnaC05g39510D" "BnaA06g02730D" "BnaC04g28240D"
"5227" "BnaA08g30360D" "BnaA03g26120D" "BnaA07g27220D" "BnaA07g29230D"
"5228" "BnaC05g40420D" "BnaA06g08990D" "BnaC09g39160D" "BnaC06g39360D"
"5229" "BnaA09g04180D" "BnaA10g30340D" "BnaA01g36640D" "BnaA09g20750D"
"5230" "BnaA02g13620D" "BnaA09g29460D" "BnaAnng01830D" "BnaC05g40420D"
"5231" "BnaC08g36730D" "BnaA07g34280D" "BnaA07g35880D" "BnaA01g02250D"
"5232" "BnaC06g03310D" "BnaA03g24250D" "BnaA06g30510D" "BnaC02g13390D"
"5233" "BnaA05g28610D" "BnaA03g16960D" "BnaA10g21530D" "BnaA05g26150D"
"5234" "BnaC02g17560D" "BnaC04g28970D" "BnaA07g35600D" "BnaC08g39420D"
"5235" "BnaCnng30960D" "BnaA10g26550D" "BnaC03g30130D" "BnaC02g01360D"
"5236" "BnaC08g43970D" "BnaA09g02360D" "BnaA10g19710D" "BnaA10g12140D"
"5237" "BnaA04g04100D" "BnaC03g25220D" "BnaC04g34290D" "BnaC09g07110D"
"5238" "BnaA08g20730D" "BnaA01g24640D" "BnaC01g23880D" "BnaC04g25820D"
"5239" "BnaA03g28170D" "BnaC02g45340D" "BnaC02g44320D" "BnaC05g11220D"
"5240" "BnaA06g28580D" "BnaC08g45160D" "BnaA06g07000D" "BnaA09g29720D"
"5241" "BnaC06g07490D" "BnaC03g74070D" "BnaA10g24820D" "BnaA04g18780D"
"5242" "BnaA01g11650D" "BnaC07g09550D" "BnaAnng17840D" "BnaA05g26270D"
"5243" "BnaA09g07070D" "BnaC01g05740D" "BnaA03g02470D" "BnaC09g00690D"
"5244" "BnaC01g37640D" "BnaA10g09180D" "BnaAnng02480D" "BnaC02g02220D"
"5245" "BnaAnng12330D" "BnaC07g34200D" "BnaC03g11230D" "BnaC04g50120D"
"5246" "BnaC02g45440D" "BnaA03g35340D" "BnaA06g30030D" "BnaC01g40260D"
"5247" "BnaC06g40290D" "BnaA06g35180D" "BnaC06g32320D" "BnaC02g02020D"
"5248" "BnaA03g38940D" "BnaC02g02630D" "BnaA05g01420D" "BnaC02g42750D"
"5249" "BnaA02g33690D" "BnaA06g32300D" "BnaC02g17560D" "BnaA07g29270D"
"5250" "BnaC02g06750D" "BnaC03g01280D" "BnaC01g41550D" "BnaA10g23160D"
"5251" "BnaA01g08280D" "BnaA06g25000D" "BnaA07g13720D" "BnaCnng62720D"
"5252" "BnaA03g06260D" "BnaA03g39030D" "BnaC03g40530D" "BnaA03g49130D"
"5253" "BnaC07g31250D" "BnaC08g02360D" "BnaA07g20150D" "BnaA09g50200D"
"5254" "BnaC08g43300D" "BnaA03g24240D" "BnaC08g30730D" "BnaA01g20790D"
"5255" "BnaC03g08470D" "BnaC04g49770D" "BnaA09g02500D" "BnaC07g35050D"
"5256" "BnaC03g07850D" "BnaA10g03110D" "BnaC08g45870D" "BnaA01g32790D"
"5257" "BnaCnng59120D" "BnaC01g10870D" "BnaC05g13870D" "BnaA02g32630D"
"5258" "BnaC02g39020D" "BnaCnng28080D" "BnaCnng64850D" "BnaAnng14770D"
"5259" "BnaC05g04450D" "BnaC07g35100D" "BnaC06g33330D" "BnaA07g35670D"
"5260" "BnaC01g36560D" "BnaCnng58730D" "BnaA08g01710D" "BnaA02g35220D"
"5261" "BnaA05g13040D" "BnaC05g45900D" "BnaCnng34040D" "BnaC02g07960D"
"5262" "BnaA01g19130D" "BnaA03g14700D" "BnaAnng01020D" "BnaA05g14670D"
"5263" "BnaCnng57260D" "BnaA01g37250D" "BnaA06g26790D" "BnaCnng59300D"
"5264" "BnaC03g41030D" "BnaC08g34820D" "BnaC07g25280D" "BnaC05g03390D"
"5265" "BnaC09g05770D" "BnaC05g07700D" "BnaA08g15360D" "BnaA08g10850D"
"5266" "BnaAnng15940D" "BnaA06g11630D" "BnaC03g13070D" "BnaC04g55930D"
"5267" "BnaC05g33600D" "BnaA01g11350D" "BnaA06g38510D" "BnaA05g20940D"
"5268" "BnaC05g37150D" "BnaC03g41100D" "BnaC03g44630D" "BnaA09g57040D"
"5269" "BnaA05g31270D" "BnaC04g17890D" "BnaAnng13960D" "BnaA07g31890D"
"5270" "BnaC01g10790D" "BnaA02g25510D" "BnaC06g32330D" "BnaA06g02990D"
"5271" "BnaAnng00850D" "BnaA04g19400D" "BnaA03g09300D" "BnaA09g02570D"
"5272" "BnaA06g31860D" "BnaA06g12100D" "BnaA09g04100D" "BnaC05g06070D"
"5273" "BnaA06g27100D" "BnaA02g19510D" "BnaA06g26870D" "BnaC02g45660D"
"5274" "BnaA10g14330D" "BnaA09g53530D" "BnaA05g33480D" "BnaA06g25390D"
"5275" "BnaC02g45340D" "BnaC09g02840D" "BnaC01g00120D" "BnaA03g22470D"
"5276" "BnaA07g13720D" "BnaC09g22120D" "BnaC06g29950D" "BnaA07g37770D"
"5277" "BnaA10g29150D" "BnaA10g18420D" "BnaA01g15640D" "BnaC08g05620D"
"5278" "BnaA09g55230D" "BnaA10g16320D" "BnaA07g15280D" "BnaA08g01710D"
"5279" "BnaA09g35350D" "BnaC05g27800D" "BnaC08g43740D" "BnaC07g48110D"
"5280" "BnaA05g01300D" "BnaA07g28860D" "BnaC08g41480D" "BnaA03g52310D"
"5281" "BnaC03g07500D" "BnaA10g25980D" "BnaAnng34060D" "BnaC06g38200D"
"5282" "BnaA07g29350D" "BnaA07g20130D" "BnaC09g48430D" "BnaA09g10820D"
"5283" "BnaC01g38610D" "BnaC07g26710D" "BnaA09g56750D" "BnaC01g05410D"
"5284" "BnaA04g15010D" "BnaA06g04060D" "BnaA05g32260D" "BnaC01g14470D"
"5285" "BnaA06g15640D" "BnaA02g13620D" "BnaAnng13830D" "BnaC04g55760D"
"5286" "BnaA09g49950D" "BnaA05g05740D" "BnaA06g22600D" "BnaC03g71700D"
"5287" "BnaCnng71850D" "BnaC02g16240D" "BnaC02g16280D" "BnaA02g03770D"
"5288" "BnaAnng15700D" "BnaC02g06090D" "BnaA08g23940D" "BnaA03g50120D"
"5289" "BnaA07g35740D" "BnaA09g14520D" "BnaA06g31800D" "BnaC05g37140D"
"5290" "BnaA07g33560D" "BnaAnng27250D" "BnaC07g39120D" "BnaC09g11040D"
"5291" "BnaAnng36750D" "BnaA02g12280D" "BnaC01g06040D" "BnaA08g02470D"
"5292" "BnaC06g01430D" "BnaA10g00440D" "BnaC02g07960D" "BnaC01g41550D"
"5293" "BnaA03g40150D" "BnaA06g27080D" "BnaC04g54520D" "BnaA05g06440D"
"5294" "BnaC09g43910D" "BnaA03g34290D" "BnaC02g36680D" "BnaC01g38870D"
"5295" "BnaC07g33110D" "BnaA07g07910D" "BnaC06g15890D" "BnaA10g16210D"
